web-scraper-order,web-scraper-start-url,containers_url,containers_url-href,superficie,prix,adresse,image_url,image_url-href
"1750596384-4910","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 160m² - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-160m-rufisque-3949121","160","12 000 000 CFA","Terrains 160m² - Rufisque","favorite_border 
      
    
            
              
              
            
            
              
               2 
               mois","https://sn.coinafrique.com/annonce/terrains/terrains-jumeles-160m-kounoun-5273981"
"1750596387-4911","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 10000 m2  - Niaga","https://sn.coinafrique.com/annonce/terrains/terrains-10000-m2-niaga-3908394","10000","70 000 CFA","Terrains 10000 m2  - Niaga","",""
"1750596389-4912","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 150m² - Ouest foire","https://sn.coinafrique.com/annonce/terrains/terrain-150m-ouest-foire-3949739","150 m2","70 000 000 CFA","Terrain 150m² - Ouest foire","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrain-150m-ouest-foire-3949739"
"1750596392-4913","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 262 m2 - Saly","https://sn.coinafrique.com/annonce/terrains/terrain-262-m2-saly-3911225","262","16 000 000 CFA","Terrain 262 m2 - Saly","",""
"1750596394-4914","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 244m²  - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrain-244m-almadies-2-3950269","244","35 000 000 CFA","Terrain 244m²  - Almadies 2","",""
"1750596396-4915","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 150 m2 - Guédiawaye","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-guediawaye-3950340","150","42 000 000 CFA","Terrains 150 m2 - Guédiawaye","favorite_border 
      
    
            
              
              
            
            
              
               1 
               mois","https://sn.coinafrique.com/annonce/terrains/terrains-150m-guediawaye-5330261"
"1750596399-4916","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains - Thiès","https://sn.coinafrique.com/annonce/terrains/terrains-thies-3950559","","Prix sur demande","Terrains - Thiès","favorite_border 
      
    
            
              
              
            
            
              
               11 
               heures","https://sn.coinafrique.com/annonce/terrains/terrains-150m-diass-5361141"
"1750596401-4917","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 300 m² - Ngor almadies","https://sn.coinafrique.com/annonce/terrains/terrains-300-m-ngor-almadies-3908254","300 m2","150 000 000 CFA","Terrains 300 m² - Ngor almadies","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrain-300m-ngor-4414106"
"1750596404-4918","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 240  m2 - Ngor recasement","https://sn.coinafrique.com/annonce/terrains/terrains-240-m2-ngor-recasement-3909677","240","135 000 000 CFA","Terrains 240  m2 - Ngor recasement","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-240m2-almadies-1358053"
"1750596406-4919","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 1200m2 TF  - Ngor-Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-1200m2-tf-ngor-almadies-3912300","1200","950 000 000 CFA","Terrains 1200m2 TF  - Ngor-Almadies","",""
"1750596408-4920","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 576 m2 TF - Point E","https://sn.coinafrique.com/annonce/terrains/terrains-576-m2-tf-point-e-3912308","576","576 000 000 CFA","Terrains 576 m2 TF - Point E","",""
"1750596411-4921","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 300m2 TF - Mamelles Mbakiyou Faye","https://sn.coinafrique.com/annonce/terrains/terrains-300m2-tf-mamelles-mbakiyou-faye-3912317","300","240 000 000 CFA","Terrains 300m2 TF - Mamelles Mbakiyou Faye","",""
"1750596413-4922","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains - Keur moussa","https://sn.coinafrique.com/annonce/terrains/terrains-keur-moussa-3951469","375 m2","6 500 000 CFA","Terrains - Keur moussa","favorite_border 
      
    
            
              
              
            
            
              
               1 
               mois","https://sn.coinafrique.com/annonce/terrains/terrains-180m-thies-5301683"
"1750596415-4923","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 150m² - Lac rose","https://sn.coinafrique.com/annonce/terrains/terrain-150m-lac-rose-3951577","","2 800 000 CFA","Terrain 150m² - Lac rose","favorite_border 
      
    
            
              
              
            
            
              
               1 
               mois","https://sn.coinafrique.com/annonce/terrains/terrains-150m-lac-rose-5317276"
"1750596418-4924","https://sn.coinafrique.com/categorie/terrains?page=61","Vente villa inachevée  - Gandigal","https://sn.coinafrique.com/annonce/terrains/vente-villa-inachevee-gandigal-3951622","3","23 000 000 CFA","Vente villa inachevée  - Gandigal","",""
"1750596421-4925","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 150m²  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrains-150m-diamniadio-3951645","150","3 000 000 CFA","Terrains 150m²  - Diamniadio","favorite_border 
      
    
            
              
              
            
            
              
               2 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-5292851"
"1750596423-4926","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 900m²  - Dakar Plateau","https://sn.coinafrique.com/annonce/terrains/terrains-900m-dakar-plateau-3952249","900","1 800 000 000 CFA","Terrains 900m²  - Dakar Plateau","",""
"1750596426-4927","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 150 m² - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-almadies-2-3952712","150","10 000 000 CFA","Terrain 150 m² - Almadies 2","favorite_border 
      
    
            
              
              
            
            
              
               1 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-a-kounoune-150-m2-tf-5294348"
"1750596428-4928","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 200m² - Thiès","https://sn.coinafrique.com/annonce/terrains/terrain-200m-thies-3952970","200","55 000 000 CFA","Terrain 200m² - Thiès","favorite_border 
      
    
            
              
              
            
            
              
               3 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-200m-mboro-5172277"
"1750596430-4929","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 150m² - Tivaoune Peulh","https://sn.coinafrique.com/annonce/terrains/terrain-150m-tivaoune-peulh-3953026","","6 500 000 CFA","Terrain 150m² - Tivaoune Peulh","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-dakar-4746662"
"1750596433-4930","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 300 m² - Mamelles","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-mamelles-3910612","300","190 000 000 CFA","Terrain 300 m² - Mamelles","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-300-m-saly-4262282"
"1750596435-4931","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain - Gadaye","https://sn.coinafrique.com/annonce/terrains/terrain-gadaye-3953140","150 m2","30 000 000 CFA","Terrain - Gadaye","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-dakar-4667580"
"1750596438-4932","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 1200m² TF  - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-1200m-tf-almadies-3914966","1200","1 200 000 000 CFA","Terrains 1200m² TF  - Almadies","",""
"1750596440-4933","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 225m² - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrains-225m-lac-rose-3954769","225","2 500 000 CFA","Terrains 225m² - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrain-225m-deni-biram-ndao-4173693"
"1750596443-4934","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 1 ha - Ngaparou","https://sn.coinafrique.com/annonce/terrains/terrains-1-ha-ngaparou-3954906","10000","250 000 000 CFA","Terrains 1 ha - Ngaparou","favorite_border 
      
    
            
              
              
            
            
              
               6 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-1-ha-a-ngaparou-5083250"
"1750596445-4935","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 267m² - Thiès","https://sn.coinafrique.com/annonce/terrains/terrain-267m-thies-3955417","5","22 000 000 CFA","Terrain 267m² - Thiès","",""
"1750596448-4936","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 225m²  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrains-225m-ndiass-3955419","225","3 000 000 CFA","Terrains 225m²  - Ndiass","favorite_border 
      
    
            
              
              
            
            
              
               4 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-900m-diass-senegal-5171680"
"1750596450-4937","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrain-rufisque-3955438","150 m2","8 000 000 CFA","Terrain - Rufisque","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-rufisque-sedima-4138432"
"1750596452-4938","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 150 m² - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-lac-rose-3955550","150","2 000 000 CFA","Terrain 150 m² - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               23 
               jours","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-lac-rose-5351059"
"1750596455-4939","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrains-lac-rose-3955896","150 m2","Prix sur demande","Terrains - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               19 
               heures","https://sn.coinafrique.com/annonce/terrains/terrain-150m-dakar-5385725"
"1750596457-4940","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 150 m² - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-rufisque-3913797","150","12 500 000 CFA","Terrain 150 m² - Rufisque","favorite_border 
      
    
            
              
              
            
            
              
               6 
               jours","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-sangalkam-5376137"
"1750596460-4941","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 2ha  - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-2ha-rufisque-3913213","2","70 000 CFA","Terrains 2ha  - Rufisque","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-2-ha-rufisque-3138345"
"1750596462-4942","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 150m² - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrain-150m-lac-rose-3956612","150 m2","2 500 000 CFA","Terrain 150m² - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               4 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-ndiakhirate-5151118"
"1750596469-4943","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 394 m2 - Yoff","https://sn.coinafrique.com/annonce/terrains/terrains-394-m2-yoff-3914555","394","120 000 000 CFA","Terrains 394 m2 - Yoff","",""
"1750596471-4944","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 10000m²  - Ouakam","https://sn.coinafrique.com/annonce/terrains/terrains-10000m-ouakam-3924816","10000","1 300 000 CFA","Terrains 10000m²  - Ouakam","",""
"1750596473-4945","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 153 m² à Keur Massar Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrain-153-m-a-keur-massar-almadies-2-3957195","153 m2","28 000 000 CFA","Terrain 153 m² à Keur Massar Almadies 2","",""
"1750596476-4946","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains - Diass","https://sn.coinafrique.com/annonce/terrains/terrains-diass-3958003","150 m2","900 000 CFA","Terrains - Diass","favorite_border 
      
    
            
              
              
            
            
              
               1 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-227-m-thies-5308467"
"1750596478-4947","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 225m²  - Yenn Toubab Dialaw","https://sn.coinafrique.com/annonce/terrains/terrains-225m-yenn-toubab-dialaw-3958070","225","2 500 000 CFA","Terrains 225m²  - Yenn Toubab Dialaw","",""
"1750596481-4948","https://sn.coinafrique.com/categorie/terrains?page=61","Parcelle 300m² - Sébikotane","https://sn.coinafrique.com/annonce/terrains/parcelle-300m-sebikotane-3958117","","10 000 000 CFA","Parcelle 300m² - Sébikotane","",""
"1750596483-4949","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 5 ha - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrain-5-ha-lac-rose-3915647","","70 000 CFA","Terrain 5 ha - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-5-ha-mbambilor-2158519"
"1750596486-4950","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain bail 160 m² - Dalifor","https://sn.coinafrique.com/annonce/terrains/terrain-bail-160-m-dalifor-3919082","","40 000 000 CFA","Terrain bail 160 m² - Dalifor","",""
"1750596489-4951","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain -  Parcelles Assainies Unité 25","https://sn.coinafrique.com/annonce/terrains/terrain-parcelles-assainies-unite-25-3958160","150 m2","55 000 000 CFA","Terrain -  Parcelles Assainies Unité 25","",""
"1750596491-4952","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 243 m² - Ngor","https://sn.coinafrique.com/annonce/terrains/terrain-243-m-ngor-3915670","243","133 500 000 CFA","Terrain 243 m² - Ngor","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-243-m2-nngor-1767964"
"1750596493-4953","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 248 m² - Ngor","https://sn.coinafrique.com/annonce/terrains/terrain-248-m-ngor-3915684","248","186 000 000 CFA","Terrain 248 m² - Ngor","",""
"1750596496-4954","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 5 ha - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrain-5-ha-lac-rose-3915722","","30 000 CFA","Terrain 5 ha - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-5-ha-mbambilor-2158519"
"1750596498-4955","https://sn.coinafrique.com/categorie/terrains?page=61","Terrains 150 m²  - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-rufisque-3915773","150","12 000 000 CFA","Terrains 150 m²  - Rufisque","favorite_border 
      
    
            
              
              
            
            
              
               6 
               jours","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-sangalkam-5376137"
"1750596501-4956","https://sn.coinafrique.com/categorie/terrains?page=61","Terrain 193 m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-193-m-mbao-3915745","193","25 000 000 CFA","Terrain 193 m² - Mbao","",""
"1750596509-4957","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 150 m² - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-lac-rose-3958670","150","2 000 000 CFA","Terrains 150 m² - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               23 
               jours","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-lac-rose-5351059"
"1750596511-4958","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 300m²  - Mbour","https://sn.coinafrique.com/annonce/terrains/terrains-300m-mbour-3958677","300","4 500 000 CFA","Terrains 300m²  - Mbour","favorite_border 
      
    
            
              
              
            
            
              
               2 
               mois","https://sn.coinafrique.com/annonce/terrains/terrains-300m-mbour-5257072"
"1750596514-4959","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 200m²  - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrains-200m-keur-massar-3958687","200","13 000 000 CFA","Terrains 200m²  - Keur Massar","favorite_border 
      
    
            
              
              
            
            
              
               10 
               mois","https://sn.coinafrique.com/annonce/terrains/terrains-lac-rose-exactement-au-lac-4888674"
"1750596516-4960","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 350m² - Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-350m-onomo-3958698","350 m2","165 000 000 CFA","Terrain 350m² - Onomo","",""
"1750596519-4961","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 236 m2 - Almadie 2","https://sn.coinafrique.com/annonce/terrains/terrain-236-m2-almadie-2-3959717","236 m2","70 000 000 CFA","Terrain 236 m2 - Almadie 2","",""
"1750596521-4962","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 4050 m2 - Ouest Foire","https://sn.coinafrique.com/annonce/terrains/terrain-4050-m2-ouest-foire-3959724","4050 m2","1 636 000 000 CFA","Terrain 4050 m2 - Ouest Foire","",""
"1750596523-4963","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 150 m² - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-rufisque-3917259","150","12 000 000 CFA","Terrains 150 m² - Rufisque","favorite_border 
      
    
            
              
              
            
            
              
               6 
               jours","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-sangalkam-5376137"
"1750596526-4964","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 230 m²  - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-230-m-mbao-3917287","230","35 000 000 CFA","Terrains 230 m²  - Mbao","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-230-m-mbao-3917287"
"1750596528-4965","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 150  m² - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-lac-rose-3917297","150","14 000 000 CFA","Terrains 150  m² - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               23 
               jours","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-lac-rose-5351059"
"1750596531-4966","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 600m² - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrains-600m-lac-rose-3960620","600","7 000 000 CFA","Terrains 600m² - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-600m-lac-rose-3960620"
"1750596533-4967","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 200  m2 - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-200-m2-almadies-3918160","200","85 000 000 CFA","Terrains 200  m2 - Almadies","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrain-200m-almadies-4701136"
"1750596535-4968","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 200 m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-200-m-almadies-3918202","200","110 000 000 CFA","Terrains 200 m² - Almadies","favorite_border 
      
    
            
              
              
            
            
              
               8 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-500-m-almadies-4995461"
"1750596538-4969","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains  - Fatick","https://sn.coinafrique.com/annonce/terrains/terrains-fatick-3961128","10","10 000 CFA","Terrains  - Fatick","favorite_border 
      
    
            
              
              
            
            
              
               4 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-400m2-fimela-5185974"
"1750596541-4970","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain  600m2 - Ngaparou","https://sn.coinafrique.com/annonce/terrains/terrain-600m2-ngaparou-3961426","600 m2","30 000 000 CFA","Terrain  600m2 - Ngaparou","favorite_border 
      
    
            
              
              
            
            
              
               9 
               mois","https://sn.coinafrique.com/annonce/terrains/vente-terrains-600-m2-ngaparou-4911378"
"1750596544-4971","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 350 m² - Maristes","https://sn.coinafrique.com/annonce/terrains/terrain-350-m-maristes-3961678","","105 000 000 CFA","Terrain 350 m² - Maristes","",""
"1750596546-4972","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 154 m² - Liberté 6 Extension Sicap liberté","https://sn.coinafrique.com/annonce/terrains/terrain-154-m-liberte-6-extension-sicap-liberte-3922416","154","85 000 000 CFA","Terrain 154 m² - Liberté 6 Extension Sicap liberté","",""
"1750596548-4973","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 2400 m² - axe sortie Warang","https://sn.coinafrique.com/annonce/terrains/terrain-2400-m-axe-sortie-warang-3920060","2400 m2","125 000 000 CFA","Terrain 2400 m² - axe sortie Warang","",""
"1750596551-4974","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 230 m² - Sacré-Coeur","https://sn.coinafrique.com/annonce/terrains/terrain-230-m-sacre-coeur-3923280","230","185 000 000 CFA","Terrain 230 m² - Sacré-Coeur","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-230-m-mermoz-sacre-cur-3089201"
"1750596553-4975","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 354 m² TF - Point E","https://sn.coinafrique.com/annonce/terrains/terrain-354-m-tf-point-e-3923278","230","350 000 000 CFA","Terrain 354 m² TF - Point E","",""
"1750596556-4976","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain  633 m² TF - Point E","https://sn.coinafrique.com/annonce/terrains/terrain-633-m-tf-point-e-3923290","633","700 000 000 CFA","Terrain  633 m² TF - Point E","",""
"1750596558-4977","https://sn.coinafrique.com/categorie/terrains?page=60","Vente immeuble à démolir - Plateau Dakar","https://sn.coinafrique.com/annonce/terrains/vente-immeuble-a-demolir-plateau-dakar-3923286","500","1 200 000 000 CFA","Vente immeuble à démolir - Plateau Dakar","",""
"1750596560-4978","https://sn.coinafrique.com/categorie/terrains?page=60","Vente terrain 936m²  - Almadies","https://sn.coinafrique.com/annonce/terrains/vente-terrain-936m-almadies-3923368","936","1 123 000 000 CFA","Vente terrain 936m²  - Almadies","",""
"1750596563-4979","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 400m²  - Touba","https://sn.coinafrique.com/annonce/terrains/terrains-400m-touba-3963382","400","19 500 000 CFA","Terrains 400m²  - Touba","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-400m-touba-3963391"
"1750596565-4980","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 400m²  - Touba","https://sn.coinafrique.com/annonce/terrains/terrains-400m-touba-3963391","400","9 000 000 CFA","Terrains 400m²  - Touba","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-400m-touba-3963391"
"1750596568-4981","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 300 m2 - Lac rose","https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-lac-rose-3924941","300 m2","15 000 000 CFA","Terrain 300 m2 - Lac rose","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m2-rufisque-1733596"
"1750596570-4982","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 200 m2 - Mamelles","https://sn.coinafrique.com/annonce/terrains/terrains-200-m2-mamelles-3964384","200","110 000 000 CFA","Terrains 200 m2 - Mamelles","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrains-200m-mamelles-4724873"
"1750596573-4983","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains - Sindia","https://sn.coinafrique.com/annonce/terrains/terrains-sindia-3964707","200 m2","Prix sur demande","Terrains - Sindia","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrain-sindia-3923277"
"1750596576-4984","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 300m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrains-300m-mbour-3964810","300","4 500 000 CFA","Terrains 300m² - Mbour","favorite_border 
      
    
            
              
              
            
            
              
               2 
               mois","https://sn.coinafrique.com/annonce/terrains/terrains-300m-mbour-5257072"
"1750596578-4985","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 150m² - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-150m-keur-massar-3964978","150 m2","15 000 000 CFA","Terrain 150m² - Keur Massar","favorite_border 
      
    
            
              
              
            
            
              
               2 
               mois","https://sn.coinafrique.com/annonce/terrains/terrains-150m-niague-5289546"
"1750596580-4986","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 191 m2 - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-191-m2-almadies-3926160","191","85 000 000 CFA","Terrains 191 m2 - Almadies","",""
"1750596583-4987","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 398 m2 - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-398-m2-almadies-3926157","398","375 000 000 CFA","Terrains 398 m2 - Almadies","",""
"1750596585-4988","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 500m²  - Saly","https://sn.coinafrique.com/annonce/terrains/terrain-500m-saly-3965232","500","13 000 000 CFA","Terrain 500m²  - Saly","favorite_border 
      
    
            
              
              
            
            
              
               3 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-500m-saly-5170185"
"1750596588-4989","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 285m² bail cité Isra  Thiaroye Azur","https://sn.coinafrique.com/annonce/terrains/terrain-285m-bail-cite-isra-thiaroye-azur-3926369","285","35 000 000 CFA","Terrain 285m² bail cité Isra  Thiaroye Azur","",""
"1750596590-4990","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 250m² bail boa - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-250m-bail-boa-almadies-3926378","250","115 000 000 CFA","Terrain 250m² bail boa - Almadies","",""
"1750596593-4991","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 230 m² - Sacré-Coeur","https://sn.coinafrique.com/annonce/terrains/terrain-230-m-sacre-coeur-3926785","230","185 000 000 CFA","Terrain 230 m² - Sacré-Coeur","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-230-m-mermoz-sacre-cur-3089201"
"1750596595-4992","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-diamniadio-3966061","3","16 000 000 CFA","Terrain - Diamniadio","favorite_border 
      
    
            
              
              
            
            
              
               12 
               jours","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-5330903"
"1750596598-4993","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 150m² - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrains-150m-lac-rose-3966277","190","13 000 000 CFA","Terrains 150m² - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-150m-lac-rose-3966277"
"1750596600-4994","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 225 m2 - Thiés","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-thies-3967303","225","350 000 CFA","Terrains 225 m2 - Thiés","favorite_border 
      
    
            
              
              
            
            
              
               7 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-colobane-5009588"
